id,county_id,calendar_year,base_estimate,population_estimate,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,residual,gq_base_estimate,gq_estimate
9049,10021,2020,23709,23676,-33,52,73,,0,-11,-11,-1,134,134
9050,10023,2020,15052,15067,15,38,38,,0,16,16,-1,150,150
9051,10024,2020,17898,17857,-41,39,53,,0,-25,-25,-2,170,170
9052,10025,2020,3533,3531,-2,13,14,,0,0,0,-1,24,24
9053,10026,2020,13530,13501,-29,20,39,,0,-10,-10,0,2512,2512
9054,10028,2020,67839,67861,22,209,167,,6,-23,-17,-3,2249,2249
9055,10029,2020,16811,16832,21,41,46,,3,23,26,0,84,84
9056,10030,2020,22735,22783,48,47,67,,1,69,70,-2,174,174
9057,10031,2020,1603797,1601005,-2792,4796,4262,,203,-3557,-3354,28,55395,55395
9058,10032,2020,2413,2388,-25,14,7,,0,-32,-32,0,0,0
9059,10033,2020,13232,13230,-2,34,31,,0,-4,-4,-1,111,111
9060,10034,2020,67260,66811,-449,169,224,,0,-394,-394,0,5368,5368
9061,10035,2020,7203,7204,1,24,29,,0,7,7,-1,49,49
9062,10036,2020,206873,207230,357,604,522,,5,267,272,3,1285,1285
9063,10037,2020,2903,2903,0,9,14,,0,5,5,0,13,13
9064,10038,2020,52974,52896,-78,164,153,,1,-91,-90,1,3135,3135
9065,10040,2020,16932,16931,-1,52,49,,0,-5,-5,1,1567,1567
9066,10041,2020,606612,608007,1395,1218,2252,,5,2477,2482,-53,6418,6418
9067,10042,2020,67380,67401,21,194,188,,1,13,14,1,2209,2209
9068,10043,2020,203718,204032,314,500,699,,-1,519,518,-5,2753,2753
9069,10044,2020,34659,34628,-31,144,97,,0,-78,-78,0,383,383
9070,10045,2020,282424,282231,-193,626,687,,0,-110,-110,-22,16055,16055
9071,10046,2020,6113,6115,2,18,27,,0,12,12,-1,216,216
9072,10047,2020,19965,19969,4,50,101,,0,56,56,-1,167,167
9073,10048,2020,382971,382940,-31,737,1105,,-2,360,358,-21,8570,8570
9074,10049,2020,4189,4184,-5,12,16,,0,-1,-1,0,7,7
9075,10050,2020,156010,156773,763,439,310,,7,623,630,4,538,538
9076,10051,2020,2993,2981,-12,8,8,,0,-13,-13,1,45,45
9077,10052,2020,2235,2224,-11,5,13,,0,-2,-2,-1,0,0
9078,10053,2020,19596,19581,-15,76,41,,0,-51,-51,1,226,226
9079,10055,2020,8329,8298,-31,35,33,,0,-32,-32,-1,26,26
9080,10056,2020,83757,83758,1,191,206,,0,21,21,-5,1610,1610
9081,10057,2020,3902,3893,-9,24,16,,0,-17,-17,0,1,1
9082,10058,2020,25216,25243,27,83,100,,0,44,44,0,306,306
9083,10059,2020,22285,22290,5,47,88,,0,48,48,-2,112,112
9084,10060,2020,40429,40343,-86,78,173,,0,13,13,-4,1675,1675
9085,10061,2020,954236,953254,-982,2424,2891,,45,-527,-482,-33,27622,27622
9086,10062,2020,104154,104076,-78,245,310,,2,-10,-8,-5,3231,3231
9087,10063,2020,37804,37636,-168,83,156,,0,-93,-93,-2,428,428
9088,10064,2020,14836,14802,-34,45,30,,0,-49,-49,0,196,196
9089,10065,2020,62721,62765,44,188,180,,0,39,39,-3,3489,3489
9090,10066,2020,7918,7919,1,19,42,,0,26,26,-2,104,104
9091,10067,2020,49284,49138,-146,127,171,,0,-99,-99,-3,674,674
9092,10068,2020,11278,11294,16,21,44,,0,40,40,-1,0,0
9093,10069,2020,25866,25839,-27,57,127,,0,45,45,-2,271,271
9094,10070,2020,15002,14990,-12,34,66,,0,22,22,-2,166,166
9095,10071,2020,14251,14160,-91,25,61,,0,-55,-55,0,667,667
9096,10072,2020,19904,19939,35,53,67,,-1,50,49,0,172,172
9097,10074,2020,19191,19118,-73,47,50,,0,-71,-71,1,1091,1091
9098,10075,2020,354663,353998,-665,731,1369,,0,12,12,-39,6885,6885
9099,10076,2020,65558,65445,-113,180,248,,0,-39,-39,-6,607,607
9100,10077,2020,20990,20900,-90,48,65,,0,-71,-71,-2,141,141
9101,10078,2020,200231,199962,-269,477,671,,-1,-61,-62,-13,8701,8701
9102,10079,2020,78607,78638,31,143,303,,4,194,198,-7,627,627
9103,10080,2020,8771,8746,-25,21,28,,0,-17,-17,-1,63,63
9104,10081,2020,62846,62629,-217,178,204,,3,-194,-191,0,1767,1767
9105,10082,2020,45842,45821,-21,136,127,,0,-29,-29,-1,582,582
9106,10083,2020,24596,24621,25,69,75,,0,31,31,0,292,292
9107,10084,2020,7027,7015,-12,22,19,,0,-16,-16,1,20,20
9108,10085,2020,1063,1052,-11,1,10,,0,-2,-2,0,0,0
9109,10086,2020,17996,17949,-47,31,52,,0,-26,-26,0,1562,1562
9110,10087,2020,59036,59021,-15,191,199,,1,-6,-5,-2,613,613
9111,10088,2020,10876,10920,44,30,28,,0,44,44,-2,68,68
9112,10089,2020,600,599,-1,2,1,,0,-1,-1,-1,0,0
9113,10090,2020,11308,11309,1,21,37,,0,19,19,-2,150,150
9114,10091,2020,406211,405648,-563,1071,1477,,-1,-145,-146,-11,5412,5412
9115,10092,2020,488863,488345,-518,1140,1144,,-13,-468,-481,-33,10061,10061
9116,10093,2020,1973,1962,-11,4,6,,0,-8,-8,-1,47,47
9117,10094,2020,110702,110719,17,366,343,,0,-8,-8,2,2995,2995
9118,10095,2020,19532,19476,-56,28,67,,0,-16,-16,-1,1694,1694
9119,10097,2020,540428,539530,-898,1346,1793,,22,-454,-432,-19,9191,9191
9120,10098,2020,166617,166682,65,407,361,,-4,17,13,6,1297,1297
9121,10099,2020,50395,50472,77,90,195,,0,191,191,-9,786,786
9122,10100,2020,62895,62730,-165,214,159,,0,-222,-222,2,783,783
9123,10101,2020,7730,7704,-26,24,24,,0,-25,-25,-1,22,22
9124,10102,2020,16112,16088,-24,23,35,,0,-8,-8,-4,420,420
9125,10103,2020,55731,55665,-66,140,35,,4,-180,-176,5,43,43
9126,10104,2020,38714,38705,-9,111,136,,0,19,19,-3,585,585
9127,10105,2020,25493,25419,-74,79,81,,3,-75,-72,0,582,582
9128,10106,2020,9135,9093,-42,27,45,,0,-24,-24,0,1301,1301
9129,10108,2020,20306,20307,1,47,52,,1,6,7,-1,81,81
9130,10109,2020,36801,36646,-155,104,170,,0,-88,-88,-1,426,426
9131,10110,2020,105710,105818,108,282,233,,1,58,59,0,4540,4540
9132,10111,2020,16168,16287,119,69,31,,2,78,80,1,177,177
9133,10112,2020,9147,9138,-9,24,31,,0,0,0,-2,52,52
9134,10113,2020,53324,53160,-164,132,190,,0,-104,-104,-2,1267,1267
9135,10114,2020,12387,12332,-55,24,48,,0,-29,-29,-2,398,398
9136,10115,2020,160366,160200,-166,437,477,,0,-121,-121,-5,7734,7734
9137,10116,2020,40607,40609,2,60,133,,0,81,81,-6,1389,1389
9138,10117,2020,13274,13249,-25,32,35,,0,-22,-22,0,332,332
9139,10118,2020,11839,11839,0,24,54,,0,34,34,-4,0,0
9140,10119,2020,178519,178680,161,495,512,,-1,183,182,-4,3375,3375
9141,10120,2020,19637,19627,-10,33,93,,0,52,52,-2,246,246
9142,10121,2020,8313,8279,-34,16,35,,0,-14,-14,-1,39,39
9143,10122,2020,179702,179489,-213,562,467,,12,-330,-318,10,8296,8296
9144,10123,2020,29714,29720,6,66,89,,-1,34,33,-4,1109,1109
9145,10124,2020,4217,4190,-27,7,24,,0,-10,-10,0,125,125
9146,10125,2020,774,773,-1,2,3,,0,0,0,0,0,0
9147,10126,2020,6506,6481,-25,16,27,,0,-14,-14,0,148,148
9148,10128,2020,312951,312855,-96,686,862,,3,94,97,-17,11145,11145
9149,10129,2020,65829,65615,-214,160,207,,0,-164,-164,-3,750,750
9150,10130,2020,15717,15733,16,31,14,,0,0,0,-1,179,179
9151,10131,2020,79955,80229,274,251,213,,1,235,236,0,1503,1503
9152,10132,2020,23830,23916,86,48,116,,0,158,158,-4,376,376
9153,10133,2020,17968,17976,8,53,76,,0,32,32,-1,1792,1792
9154,10134,2020,42848,42753,-95,121,188,,0,-25,-25,-3,448,448
9155,10135,2020,9508,9473,-35,27,44,,0,-18,-18,0,91,91
9156,10136,2020,10032,10031,-1,21,24,,0,3,3,-1,774,774
9157,10137,2020,5898,5882,-16,16,12,,0,-20,-20,0,633,633
9158,10138,2020,13602,13623,21,24,68,,0,68,68,-3,94,94
9159,10139,2020,1848,1847,-1,4,12,,0,7,7,0,36,36
9160,10140,2020,12016,11984,-32,35,41,,0,-26,-26,0,0,0
9161,10142,2020,19328,19372,44,32,88,,0,104,104,-4,212,212
9162,10144,2020,6973,6952,-21,7,27,,0,0,0,-1,2398,2398
9163,10145,2020,9808,9729,-79,22,52,,0,-47,-47,-2,325,325
9164,10146,2020,22680,22634,-46,48,71,,0,-22,-22,-1,505,505
9165,10147,2020,62905,62833,-72,187,253,,0,-3,-3,-3,1144,1144
9166,10149,2020,7391,7387,-4,12,22,,0,8,8,-2,97,97
9167,10150,2020,11631,11637,6,30,55,,0,34,34,-3,346,346
9168,10151,2020,2348,2350,2,3,7,,0,6,6,0,0,0
9169,10152,2020,25749,25692,-57,64,81,,0,-40,-40,0,519,519
9170,10153,2020,33414,33377,-37,95,107,,0,-24,-24,-1,1272,1272
9171,10154,2020,1265,1258,-7,3,3,,0,-6,-6,-1,1,1
9172,10155,2020,955732,954774,-958,2225,2101,,110,-1178,-1068,-14,10231,10231
9173,10156,2020,72748,72696,-52,378,178,,-5,-250,-255,3,6159,6159
9174,10157,2020,2265461,2273386,7925,6101,5482,,135,7086,7221,85,21145,21145
9175,10158,2020,168808,169032,224,391,551,,4,386,390,-6,2048,2048
9176,10159,2020,9809,9765,-44,37,51,,0,-31,-31,1,417,417
9177,10160,2020,34032,33900,-132,76,127,,0,-80,-80,-1,1618,1618
9178,10161,2020,45423,45367,-56,118,188,,0,16,16,-2,1029,1029
9179,10162,2020,19051,19045,-6,40,58,,0,14,14,-2,241,241
9180,10163,2020,5266,5279,13,15,22,,0,21,21,-1,25,25
9181,10164,2020,18235,18239,4,54,75,,0,28,28,-3,225,225
9182,10165,2020,2394,2384,-10,4,6,,0,-9,-9,1,0,0
9183,10166,2020,14065,14107,42,55,50,,0,37,37,0,450,450
9184,10167,2020,65359,65363,4,172,212,,0,47,47,-3,5492,5492
9185,10168,2020,54303,54232,-71,179,168,,0,-81,-81,-1,1395,1395
9186,10169,2020,16800,16768,-32,16,78,,3,30,33,-3,198,198
9187,10170,2020,230299,230263,-36,676,578,,7,-141,-134,0,5026,5026
9188,10171,2020,16662,16679,17,59,53,,0,12,12,-1,262,262
9189,10171,2020,3190369,3188669,-1700,9233,9005,,108,-1994,-1886,-42,91659,91659
9190,10172,2020,12626,12600,-26,34,71,,0,12,12,-1,159,159
9191,10173,2020,16623,16597,-26,29,69,,0,16,16,-2,197,197
9192,10174,2020,24022,23926,-96,81,85,,-1,-92,-93,1,74,74
9193,10175,2020,18188,18180,-8,56,62,,-1,0,-1,-1,144,144
9194,10176,2020,228996,228969,-27,362,767,,3,421,424,-46,4238,4238
9195,10178,2020,20482,20412,-70,39,70,,0,-38,-38,-1,1569,1569
9196,10179,2020,9900,9921,21,30,44,,0,34,34,1,77,77
9197,10180,2020,30285,30209,-76,80,111,,0,-43,-43,-2,827,827
9198,10181,2020,51788,51710,-78,122,85,,1,-118,-117,2,4879,4879
9199,10182,2020,7630,7567,-63,16,41,,0,-37,-37,-1,65,65
9200,10184,2020,7878,7879,1,25,18,,0,-7,-7,1,45,45
9201,10185,2020,8279,8303,24,25,36,,0,35,35,0,38,38
9202,10186,2020,154405,155507,1102,421,317,,0,988,988,10,2399,2399
9203,10187,2020,3500,3494,-6,7,12,,0,0,0,-1,91,91
9204,10188,2020,5730,5730,0,15,24,,0,9,9,0,595,595
9205,10189,2020,20654,20673,19,22,68,,0,69,69,-4,1093,1093
9206,10190,2020,64749,64751,2,131,189,,0,66,66,-6,635,635
9207,10191,2020,211632,210083,-1549,504,607,,2,-1451,-1449,3,5112,5112
9208,10192,2020,21704,21663,-41,55,70,,0,-25,-25,-1,487,487
9209,10193,2020,1559,1557,-2,1,10,,0,7,7,0,7,7
9210,10194,2020,108901,109311,410,334,304,,0,375,375,5,892,892
9211,10195,2020,16531,16458,-73,47,77,,0,-43,-43,0,1546,1546
9212,10197,2020,764442,762453,-1989,1955,1292,,82,-2735,-2653,1,8867,8867
9213,10198,2020,3982,3955,-27,5,18,,0,-13,-13,-1,68,68
9214,10199,2020,66922,66900,-22,166,235,,-1,49,48,-1,6234,6234
9215,10200,2020,21291,21243,-48,61,74,,0,-34,-34,-1,525,525
9216,10202,2020,81646,81592,-54,187,171,,5,-79,-74,4,7636,7636
9217,10203,2020,18479,18476,-3,56,46,,0,-11,-11,-2,257,257
9218,10204,2020,162308,162064,-244,211,416,,9,-43,-34,-5,23067,23067
9219,10205,2020,30614,30701,87,78,118,,0,129,129,-2,3148,3148
9220,10206,2020,109979,110102,123,239,303,,0,192,192,-5,1892,1892
9221,10207,2020,28672,28652,-20,97,112,,0,-4,-4,-1,585,585
9222,10209,2020,19491,19438,-53,41,85,,0,-6,-6,-3,242,242
9223,10211,2020,5895,5899,4,13,18,,0,9,9,0,132,132
9224,10212,2020,32199,32115,-84,77,150,,0,-8,-8,-3,430,430
9225,10213,2020,44630,44457,-173,111,170,,0,-109,-109,-5,769,769
9226,10214,2020,16557,16580,23,36,70,,4,58,62,-5,166,166
9227,10215,2020,24688,24636,-52,67,105,,0,-12,-12,-2,275,275
9228,10216,2020,21512,21444,-68,40,96,,0,-11,-11,-1,721,721
9229,10217,2020,83658,83619,-39,264,312,,4,10,14,-5,1196,1196
9230,10218,2020,8219,8234,15,22,25,,0,19,19,-1,40,40
9231,10219,2020,20345,20294,-51,48,71,,0,-28,-28,0,1625,1625
9232,10220,2020,13708,13666,-42,31,69,,0,-3,-3,-1,184,184
9233,10222,2020,60572,60455,-117,131,210,,0,-31,-31,-7,2224,2224
9234,10223,2020,486492,487388,896,1225,1227,,3,893,896,2,5242,5242
9235,10224,2020,22146,22103,-43,55,97,,1,0,1,-2,1276,1276
9236,10225,2020,227943,228269,326,602,764,,-2,488,486,2,3150,3150
9237,10226,2020,40324,40209,-115,114,142,,0,-87,-87,0,920,920
9238,10227,2020,18990,18974,-16,44,74,,0,16,16,-2,238,238
9239,10228,2020,3499,3506,7,10,12,,0,9,9,0,0,0
9240,10229,2020,14556,14549,-7,35,45,,0,5,5,-2,100,100
9241,10230,2020,54477,54469,-8,121,174,,-1,52,51,-6,975,975
9242,10231,2020,68632,68866,234,175,208,,0,264,264,3,558,558
9243,10232,2020,45898,45866,-32,150,154,,-2,-25,-27,-1,1133,1133
9244,10233,2020,34296,34280,-16,122,79,,0,-59,-59,0,412,412
9245,10234,2020,15184,15151,-33,49,43,,1,-40,-39,0,87,87
9246,10235,2020,5527,5543,16,19,21,,0,18,18,0,26,26
9247,10236,2020,75305,75855,550,179,237,,0,608,608,0,1889,1889
9248,10238,2020,76822,76810,-12,182,221,,0,27,27,0,2822,2822
9249,10239,2020,20865,20904,39,45,57,,0,51,51,0,97,97
9250,10240,2020,932877,931153,-1724,2485,1940,,68,-2355,-2287,18,12537,12537
9251,10241,2020,59541,59690,149,140,206,,0,218,218,-3,511,511
9252,10242,2020,3506,3486,-20,15,21,,0,-14,-14,0,63,63
9253,10243,2020,128671,128489,-182,313,212,,1,-291,-290,7,10378,10378
9254,10244,2020,196343,196012,-331,513,584,,-2,-254,-256,-4,3846,3846
9255,10245,2020,6245,6205,-40,11,33,,0,-18,-18,0,37,37
9256,10247,2020,584526,585010,484,1905,1265,,14,-187,-173,17,11995,11995
9257,10248,2020,39097,39146,49,97,137,,0,92,92,-3,308,308
9258,10249,2020,1872,1869,-3,6,6,,0,-2,-2,-1,32,32
9259,10250,2020,729,730,1,1,3,,0,2,2,1,0,0
9260,10251,2020,51155,51101,-54,99,194,,0,48,48,-7,3657,3657
9261,10252,2020,17390,17421,31,46,24,,0,10,10,-1,36,36
9262,10253,2020,36915,37001,86,74,103,,0,117,117,-2,99,99
9263,10254,2020,4946,4947,1,12,12,,0,2,2,-1,25,25
9264,10255,2020,4663,4639,-24,18,30,,0,-13,-13,1,132,132
9265,10256,2020,34676,34551,-125,107,116,,0,-114,-114,-2,448,448
9266,10257,2020,715522,717630,2108,2115,1490,,5,1418,1423,60,15116,15116
9267,10258,2020,19288,19271,-17,67,72,,0,-11,-11,-1,199,199
9268,10259,2020,120003,120105,102,378,319,,8,36,44,-1,4814,4814
9269,10260,2020,655070,655112,42,1844,1258,,39,-602,-563,19,4621,4621
9270,10261,2020,2298,2294,-4,7,6,,0,-5,-5,0,78,78
9271,10262,2020,253335,253923,588,762,606,,4,421,425,7,2466,2466
9272,10263,2020,19772,19723,-49,50,67,,0,-30,-30,-2,126,126
9273,10265,2020,9771,9749,-22,21,36,,0,-5,-5,-2,132,132
9274,10266,2020,68106,67947,-159,170,270,,0,-54,-54,-5,7198,7198
9275,10267,2020,16787,16754,-33,34,84,,0,19,19,-2,110,110
9276,10268,2020,2467,2439,-28,4,12,,0,-20,-20,0,252,252
9277,10269,2020,25828,25866,38,57,79,,0,63,63,-3,564,564
9278,10270,2020,3539,3518,-21,7,16,,0,-12,-12,0,83,83
9279,10271,2020,98458,98467,9,296,288,,0,1,1,0,3821,3821
9280,10273,2020,10837,10806,-31,24,32,,0,-24,-24,1,80,80
9281,10274,2020,160383,160265,-118,383,558,,0,67,67,-10,1883,1883
9282,10275,2020,4892,4880,-12,11,19,,0,-4,-4,0,9,9
9283,10276,2020,92893,92792,-101,238,317,,2,-24,-22,0,5619,5619
9284,10277,2020,25781,25726,-55,63,120,,0,3,3,-1,311,311
9285,10278,2020,12359,12364,5,29,49,,0,26,26,-1,99,99
9286,10280,2020,33040,33034,-6,67,121,,0,49,49,-1,2023,2023
9287,10281,2020,24632,24766,134,34,121,,0,225,225,-4,231,231
9288,10282,2020,3186989,3184101,-2888,7723,5980,,-86,-4590,-4676,45,42899,42899
9289,10283,2020,54315,54432,117,152,157,,0,122,122,0,601,601
9290,10284,2020,16541,16561,20,29,65,,0,59,59,-3,473,473
9291,10284,2020,1839106,1847772,8666,5513,4450,,-1,7563,7562,41,28962,28962
9292,10285,2020,8378,8329,-49,12,40,,0,-19,-19,-2,52,52
9293,10286,2020,14292,14249,-43,53,27,,1,-71,-70,1,835,835
9294,10287,2020,19581,19674,93,60,26,,0,60,60,-1,36,36
9295,10288,2020,674721,673341,-1380,1884,2224,,-11,-1027,-1038,-2,16732,16732
9296,10290,2020,52552,52717,165,161,145,,0,149,149,0,1299,1299
9297,10291,2020,38711,38688,-23,84,129,,0,25,25,-3,265,265
9298,10293,2020,13045,12984,-61,34,43,,0,-52,-52,0,163,163
9299,10294,2020,37406,37352,-54,93,106,,-1,-39,-40,-1,550,550
9300,10295,2020,191185,191114,-71,374,456,,-1,30,29,-18,1451,1451
9301,10296,2020,33216,33333,117,68,95,,0,147,147,-3,346,346
9302,10297,2020,97574,97413,-161,239,340,,0,-55,-55,-5,3112,3112
9303,10298,2020,10285,10231,-54,38,41,,0,-51,-51,0,133,133
9304,10299,2020,43637,43604,-33,125,122,,1,-37,-36,0,842,842
9305,10300,2020,17620,17552,-68,50,56,,0,-60,-60,-2,183,183
9306,10302,2020,434,431,-3,0,2,,0,-1,-1,0,0,0
9307,10303,2020,13359,13424,65,30,26,,0,63,63,-2,60,60
9308,10305,2020,157031,157052,21,378,379,,-1,25,24,-2,6270,6270
9309,10306,2020,15439,15388,-51,38,55,,0,-33,-33,-1,171,171
9310,10307,2020,32653,32642,-11,84,132,,0,37,37,0,272,272
9311,10308,2020,64769,65150,381,211,115,,0,280,280,5,523,523
9312,10309,2020,19435,19445,10,58,73,,1,26,27,-2,1473,1473
9313,10311,2020,3245,3232,-13,6,13,,0,-5,-5,-1,299,299
9314,10312,2020,525534,526980,1446,1517,1358,,54,1227,1281,6,9959,9959
9315,10314,2020,22641,22616,-25,54,85,,0,6,6,0,112,112
9316,10316,2020,26598,26593,-5,66,77,,0,8,8,-2,218,218
9317,10317,2020,168162,168467,305,431,590,,0,470,470,-6,3791,3791
9318,10318,2020,1736,1730,-6,5,2,,0,-10,-10,1,52,52
9319,10319,2020,5194,5183,-11,15,9,,0,-16,-16,-1,0,0
9320,10320,2020,52533,52514,-19,152,131,,0,-41,-41,1,228,228
9321,10321,2020,109175,109106,-69,268,297,,0,-34,-34,-6,1648,1648
9322,10322,2020,6562,6552,-10,17,27,,0,1,1,-1,80,80
9323,10323,2020,21755,21677,-78,67,92,,0,-53,-53,0,2041,2041
9324,10324,2020,16752,16744,-8,55,74,,0,12,12,-1,143,143
9325,10325,2020,20184,20119,-65,54,84,,0,-34,-34,-1,455,455
9326,10326,2020,6461,6457,-4,13,16,,0,0,0,-1,80,80
9327,10328,2020,37373,37352,-21,81,133,,0,33,33,-2,376,376
9328,10330,2020,48455,48355,-100,111,153,,0,-54,-54,-4,421,421
9329,10331,2020,416147,416527,380,1098,925,,35,159,194,13,28006,28006
9330,10332,2020,12062,12031,-31,17,26,,0,-19,-19,-3,199,199
9331,10333,2020,3704,3697,-7,9,13,,0,-3,-3,0,68,68
9332,10334,2020,47078,47081,3,137,161,,-1,30,29,-2,1703,1703
9333,10335,2020,27987,27879,-108,68,116,,0,-58,-58,-2,3950,3950
9334,10336,2020,14117,14083,-34,34,55,,0,-12,-12,-1,193,193
9335,10337,2020,827957,829331,1374,2381,1768,,87,647,734,27,9863,9863
9336,10338,2020,12130,12100,-30,31,45,,0,-15,-15,-1,99,99
9337,10339,2020,52579,52519,-60,142,221,,-1,23,22,-3,554,554
9338,10340,2020,117333,117226,-107,353,425,,8,-42,-34,-1,2459,2459
9339,10341,2020,408235,409418,1183,1198,975,,21,936,957,3,10495,10495
9340,10343,2020,7181,7178,-3,32,31,,0,-3,-3,-1,18,18
9341,10344,2020,30895,30883,-12,86,97,,0,2,2,-3,588,588
9342,10345,2020,12583,12577,-6,41,48,,0,3,3,-2,1273,1273
9343,10346,2020,11140,11123,-17,45,41,,0,-21,-21,0,264,264
9344,10347,2020,43732,43685,-47,160,123,,0,-82,-82,-2,977,977
9345,10350,2020,78784,78811,27,237,253,,1,46,47,-4,1221,1221
9346,10351,2020,145101,145116,15,347,248,,-1,-87,-88,4,11896,11896
9347,10352,2020,4636,4615,-21,12,21,,0,-11,-11,-1,38,38
9348,10353,2020,42853,42925,72,143,120,,0,48,48,1,305,305
9349,10354,2020,48065,48179,114,128,117,,0,103,103,0,1565,1565
9350,10355,2020,39517,39611,94,119,80,,2,52,54,1,2569,2569
9351,10356,2020,8700,8658,-42,4,34,,0,-10,-10,-2,282,282
9352,10359,2020,5240,5168,-72,14,28,,0,-57,-57,-1,69,69
9353,10360,2020,79840,80156,316,208,216,,0,325,325,-1,580,580
9354,10361,2020,20451,20444,-7,49,60,,0,5,5,-1,2341,2341
9355,10362,2020,9989,9969,-20,20,34,,0,-6,-6,0,93,93
9356,10363,2020,6372,6370,-2,24,25,,0,-1,-1,0,28,28
9357,10364,2020,1492191,1492466,275,3366,4576,,277,1380,1657,-172,21080,21080
9358,10365,2020,32977,32866,-111,92,173,,0,-26,-26,-4,463,463
9359,10366,2020,54683,54870,187,137,204,,0,256,256,-2,1348,1348
9360,10367,2020,1838,1829,-9,1,2,,0,-7,-7,-1,0,0
9361,10368,2020,170363,170323,-40,374,577,,0,172,172,-9,1090,1090
9362,10369,2020,4255,4255,0,23,18,,0,-4,-4,-1,23,23
9363,10371,2020,25949,25893,-56,76,85,,-1,-46,-47,0,391,391
9364,10372,2020,10526,10540,14,41,38,,0,11,11,0,31,31
9365,10373,2020,20784,20719,-65,54,82,,0,-36,-36,-1,166,166
9366,10374,2020,29919,29985,66,85,143,,-1,125,124,0,269,269
9367,10375,2020,27238,27079,-159,57,103,,1,-115,-114,1,2968,2968
9368,10377,2020,6844,6827,-17,21,20,,0,-17,-17,-1,133,133
9369,10378,2020,7115,7116,1,40,17,,4,-27,-23,1,19,19
9370,10379,2020,91628,92351,723,257,234,,1,695,696,4,4761,4761
9371,10380,2020,45011,45022,11,138,166,,0,42,42,-3,541,541
9372,10381,2020,7427,7411,-16,24,34,,0,-5,-5,-1,811,811
9373,10382,2020,168215,167732,-483,367,650,,1,-187,-186,-14,3149,3149
9374,10383,2020,251283,252786,1503,567,358,,5,1275,1280,14,559,559
9375,10384,2020,26871,26892,21,62,64,,0,24,24,-1,491,491
9376,10385,2020,55620,55516,-104,101,200,,0,5,5,-10,3965,3965
9377,10386,2020,4530,4534,4,23,14,,-1,-5,-6,1,56,56
9378,10387,2020,5733,5731,-2,12,13,,0,0,0,-1,0,0
9379,10388,2020,782969,782123,-846,2208,2498,,27,-572,-545,-11,16932,16932
9380,10389,2020,58490,58510,20,158,161,,0,25,25,-2,1309,1309
9381,10390,2020,50429,50375,-54,125,230,,0,53,53,-2,1092,1092
9382,10391,2020,261670,261629,-41,746,699,,6,-96,-90,2,7704,7704
9383,10392,2020,21629,21581,-48,63,84,,0,-27,-27,0,221,221
9384,10393,2020,431279,430728,-551,1257,1403,,5,-406,-401,-4,9193,9193
9385,10394,2020,18583,18503,-80,72,45,,0,-108,-108,1,325,325
9386,10395,2020,139718,139517,-201,256,279,,16,-200,-184,6,13948,13948
9387,10397,2020,13266,13240,-26,38,39,,0,-24,-24,-1,120,120
9388,10399,2020,73170,73062,-108,228,176,,-3,-160,-163,3,3038,3038
9389,10400,2020,8560,8557,-3,23,32,,0,7,7,-1,28,28
9390,10401,2020,29624,29656,32,76,85,,-1,46,45,-4,500,500
9391,10402,2020,56066,56020,-46,163,207,,-1,3,2,-4,1667,1667
9392,10403,2020,44308,44186,-122,76,145,,0,-47,-47,-6,2289,2289
9393,10404,2020,8735,8711,-24,30,43,,0,-11,-11,0,64,64
9394,10405,2020,35815,35752,-63,96,115,,0,-43,-43,-1,2236,2236
9395,10406,2020,24925,24942,17,56,115,,0,75,75,1,1362,1362
9396,10407,2020,49946,49996,50,136,124,,1,38,39,-1,514,514
9397,10408,2020,6688,6695,7,27,25,,0,6,6,-1,57,57
9398,10409,2020,209349,209157,-192,468,789,,0,145,145,-16,5219,5219
9399,10410,2020,41045,40969,-76,107,140,,0,-38,-38,-5,1277,1277
9400,10411,2020,3303,3319,16,7,8,,0,18,18,-1,40,40
9401,10412,2020,17000,16912,-88,57,70,,0,-73,-73,-2,804,804
9402,10413,2020,18692,18705,13,50,59,,0,23,23,-1,214,214
9403,10414,2020,3236,3228,-8,6,8,,0,-4,-4,-2,33,33
9404,10415,2020,35962,35924,-38,99,103,,0,-34,-34,0,3352,3352
9405,10416,2020,30120,30263,143,93,75,,0,125,125,0,193,193
9406,10417,2020,12186,12191,5,31,29,,0,2,2,1,22,22
9407,10418,2020,24941,25008,67,88,63,,0,41,41,1,368,368
9408,10419,2020,58565,58439,-126,156,197,,0,-84,-84,-1,506,506
9409,10420,2020,21849,21853,4,50,90,,0,44,44,0,3686,3686
9410,10422,2020,13837,13837,0,28,54,,-1,27,26,0,184,184
9411,10423,2020,2009324,2014052,4728,6137,4255,,73,2657,2730,116,40867,40867
9412,10424,2020,20106,20047,-59,73,63,,0,-68,-68,-1,127,127
9413,10425,2020,45014,44984,-30,88,145,,1,31,32,-5,895,895
9414,10426,2020,40999,40964,-35,104,148,,0,11,11,-2,326,326
9415,10427,2020,28774,28833,59,59,118,,0,123,123,-5,355,355
9416,10428,2020,103588,103473,-115,283,317,,2,-83,-81,0,4670,4670
9417,10430,2020,168327,168248,-79,345,465,,-2,49,47,-6,3913,3913
9418,10431,2020,10975,10982,7,19,35,,0,25,25,-2,17,17
9419,10432,2020,182470,182550,80,405,477,,4,157,161,-9,1105,1105
9420,10433,2020,13904,13869,-35,48,63,,0,-19,-19,-1,258,258
