id,county_id,calendar_year,base_estimate,population_estimate,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,residual,gq_base_estimate,gq_estimate
11326,12545,2020,82217,82293,76,212,218,,0,83,83,-1,281,281
11327,12546,2020,10208,10143,-65,28,43,,0,-49,-49,-1,715,715
11328,12547,2020,87570,87546,-24,206,323,,0,99,99,-6,2809,2809
11329,12548,2020,5920,5910,-10,9,22,,0,3,3,0,4,4
11330,12549,2020,72972,72938,-34,174,188,,-1,-18,-19,-1,350,350
11331,12550,2020,15615,15533,-82,32,66,,0,-47,-47,-1,45,45
11332,12551,2020,32902,32864,-38,74,119,,0,10,10,-3,1512,1512
11333,12552,2020,26723,26806,83,71,58,,1,68,69,1,212,212
11334,12553,2020,44485,44445,-40,104,171,,0,28,28,-1,623,623
11335,12554,2020,7496,7477,-19,22,28,,0,-12,-12,-1,148,148
11336,12555,2020,30233,30184,-49,73,97,,0,-23,-23,-2,1151,1151
11337,12557,2020,6664,6642,-22,17,14,,0,-25,-25,0,1396,1396
11338,12558,2020,28290,28274,-16,67,116,,0,35,35,-2,188,188
11339,12559,2020,9371,9372,1,14,17,,0,6,6,-2,404,404
11340,12560,2020,350,346,-4,0,1,,0,-3,-3,0,0,0
11341,12561,2020,7694,7669,-25,31,24,,0,-33,-33,1,23,23
11342,12562,2020,60203,60563,360,132,193,,0,420,420,1,730,730
11343,12564,2020,16705,16701,-4,37,59,,0,18,18,0,464,464
11344,12565,2020,4093,4083,-10,14,17,,0,-7,-7,0,51,51
11345,12566,2020,87977,88116,139,227,233,,0,143,143,2,4368,4368
11346,12568,2020,4437,4411,-26,10,13,,0,-21,-21,-2,47,47
11347,12569,2020,4675,4668,-7,19,20,,0,-6,-6,0,66,66
11348,12570,2020,1379,1376,-3,2,3,,0,-2,-2,0,2,2
11349,12571,2020,657974,658040,66,2093,1538,,17,-520,-503,14,10882,10882
11350,12572,2020,10888,10899,11,21,39,,0,29,29,0,56,56
11351,12573,2020,18941,18946,5,34,77,,0,50,50,-2,225,225
11352,12574,2020,27981,28035,54,85,88,,0,56,56,1,1415,1415
11353,12575,2020,21967,21971,4,55,99,,0,48,48,0,278,278
11354,12576,2020,3749,3745,-4,12,7,,0,-9,-9,0,32,32
11355,12577,2020,74920,74830,-90,198,218,,2,-70,-68,-2,1208,1208
11356,12578,2020,715884,715486,-398,2291,1720,,34,-1026,-992,23,25939,25939
11357,12579,2020,32915,32798,-117,84,139,,0,-61,-61,-1,3143,3143
11358,12580,2020,19824,19809,-15,37,68,,0,18,18,-2,1656,1656
11359,12581,2020,30921,30996,75,87,83,,2,70,72,-1,992,992
11360,12582,2020,21598,21701,103,120,45,,5,22,27,1,29,29
11361,12583,2020,175216,174461,-755,445,525,,-2,-669,-671,-4,3540,3540
11362,12584,2020,127657,127424,-233,318,433,,1,-111,-110,-8,5619,5619
11363,12585,2020,17939,17925,-14,56,70,,0,1,1,-1,101,101
11364,12586,2020,11637,11613,-24,31,37,,0,-19,-19,1,66,66
11365,12587,2020,11321,11258,-63,24,47,,0,-39,-39,-1,104,104
11366,12588,2020,4484,4466,-18,17,20,,0,-15,-15,0,54,54
11367,12590,2020,21839,21853,14,65,47,,0,-4,-4,0,230,230
11368,12591,2020,11003,10955,-48,26,51,,1,-23,-22,-1,72,72
11369,12592,2020,8587,8525,-62,19,33,,0,-48,-48,0,1052,1052
11370,12593,2020,7668,7659,-9,19,25,,0,-2,-2,-1,139,139
11371,12594,2020,4547,4519,-28,4,17,,0,-14,-14,-1,89,89
11372,12595,2020,20817,20803,-14,52,64,,0,-1,-1,-1,2241,2241
11373,12596,2020,2046,2055,9,4,6,,0,12,12,-1,9,9
11374,12597,2020,14204,14196,-8,40,58,,0,10,10,0,102,102
11375,12598,2020,25698,25681,-17,78,84,,-1,-9,-10,-1,248,248
11376,12599,2020,15839,15778,-61,57,43,,1,-77,-76,1,99,99
11377,12600,2020,37361,37160,-201,77,139,,-1,-138,-139,0,2883,2883
11378,12601,2020,1810,1806,-4,8,9,,0,-4,-4,1,19,19
11379,12602,2020,22891,22887,-4,55,72,,0,14,14,-1,366,366
11380,12603,2020,2835,2824,-11,5,11,,0,-4,-4,-1,59,59
11381,12604,2020,92783,92857,74,210,224,,0,90,90,-2,517,517
11382,12605,2020,9006,8971,-35,19,41,,0,-13,-13,0,405,405
11383,12607,2020,12297,12265,-32,24,33,,0,-22,-22,-1,129,129
11384,12609,2020,12477,12461,-16,32,45,,0,-2,-2,-1,2358,2358
11385,12610,2020,59771,59613,-158,140,225,,-1,-68,-69,-4,1503,1503
11386,12611,2020,13726,13719,-7,34,48,,0,7,7,0,1848,1848
11387,12612,2020,14255,14244,-11,32,16,,0,-27,-27,0,57,57
11388,12613,2020,84793,84615,-178,269,291,,1,-156,-155,-1,3766,3766
11389,12614,2020,52991,52972,-19,143,146,,0,-16,-16,0,1464,1464
11390,12615,2020,17271,17282,11,42,85,,0,55,55,-1,142,142
11391,12616,2020,11913,11978,65,29,35,,0,71,71,0,115,115
11392,12617,2020,27077,26984,-93,89,97,,0,-84,-84,-1,418,418
11393,12618,2020,54013,54002,-11,153,107,,6,-65,-59,2,3586,3586
11394,12619,2020,14299,14240,-59,34,38,,1,-55,-54,-1,50,50
11395,12620,2020,3763,3744,-19,3,15,,0,-6,-6,-1,207,207
11396,12621,2020,223024,223708,684,480,509,,3,710,713,0,2433,2433
11397,12622,2020,35408,35439,31,111,99,,0,19,19,0,236,236
11398,12623,2020,16824,16820,-4,29,52,,0,20,20,-1,2101,2101
11399,12625,2020,431,431,0,1,2,,0,2,2,-1,0,0
11400,12626,2020,33814,33715,-99,66,100,,0,-63,-63,-2,2525,2525
11401,12627,2020,8511,8452,-59,24,34,,0,-49,-49,0,643,643
11402,12628,2020,105822,105916,94,289,196,,11,-12,-1,2,6237,6237
11403,12629,2020,98823,98777,-46,327,383,,1,13,14,-4,4435,4435
11404,12630,2020,22768,22730,-38,65,82,,0,-21,-21,0,1307,1307
11405,12631,2020,3298634,3297252,-1382,9284,6314,,-112,-4293,-4405,53,107528,107528
11406,12632,2020,14555,14564,9,29,53,,0,34,34,-1,773,773
11407,12633,2020,14484,14405,-79,43,38,,0,-83,-83,-1,434,434
11408,12634,2020,7074,7088,14,21,21,,0,15,15,-1,486,486
11409,12635,2020,158172,157929,-243,289,287,,10,-258,-248,3,18682,18682
11410,12636,2020,45798,45766,-32,109,138,,0,-1,-1,-2,614,614
11411,12638,2020,98380,98497,117,252,307,,-2,180,178,-6,1053,1053
11412,12639,2020,434006,435664,1658,647,1820,,19,2917,2936,-105,5512,5512
11413,12640,2020,17131,17124,-7,22,50,,0,23,23,-2,688,688
11414,12641,2020,57887,57844,-43,240,128,,4,-163,-159,4,966,966
11415,12642,2020,237378,238912,1534,543,765,,1,1781,1782,-26,2543,2543
11416,12643,2020,5551,5567,16,22,19,,0,13,13,0,177,177
11417,12644,2020,7667,7673,6,19,24,,0,11,11,0,226,226
11418,12645,2020,60501,60312,-189,113,220,,0,-76,-76,-6,1002,1002
11419,12646,2020,13921,13888,-33,32,50,,0,-15,-15,0,305,305
11420,12647,2020,68163,68174,11,180,226,,-1,66,65,-8,1091,1091
11421,12648,2020,53323,53274,-49,119,189,,0,26,26,-5,1030,1030
11422,12649,2020,72698,73281,583,246,116,,0,445,445,8,229,229
11423,12650,2020,19740,19742,2,52,55,,0,6,6,-1,142,142
11424,12651,2020,5485,5461,-24,18,22,,0,-20,-20,0,116,116
11425,12652,2020,26938,26877,-61,50,96,,0,-12,-12,-3,493,493
11426,12653,2020,44295,44275,-20,92,171,,0,61,61,-2,1259,1259
11427,12654,2020,1944375,1941516,-2859,4931,4956,,246,-3053,-2807,-27,15538,15538
11428,12655,2020,28180,28179,-1,91,73,,0,-16,-16,-3,407,407
11429,12656,2020,28064,28124,60,85,84,,0,59,59,0,959,959
11430,12658,2020,34145,34021,-124,68,114,,0,-77,-77,-1,2977,2977
11431,12659,2020,760,744,-16,1,6,,0,-11,-11,0,0,0
11432,12660,2020,5337,5326,-11,13,21,,0,-3,-3,0,77,77
11433,12661,2020,66297,66279,-18,154,161,,0,-8,-8,-3,2713,2713
11434,12662,2020,3049,3033,-16,10,12,,0,-15,-15,1,32,32
11435,12663,2020,57777,57849,72,137,193,,0,134,134,-6,841,841
11436,12664,2020,345920,346202,282,1009,883,,1,153,154,2,10078,10078
11437,12665,2020,995567,996373,806,2961,2627,,81,372,453,19,21014,21014
11438,12666,2020,766149,766209,60,2050,1265,,56,-815,-759,34,9402,9402
11439,12667,2020,40727,40782,55,126,107,,-1,36,35,1,627,627
11440,12668,2020,19653,19622,-31,41,75,,0,4,4,-1,1697,1697
11441,12669,2020,26667,26537,-130,74,150,,0,-52,-52,-2,2493,2493
11442,12670,2020,9040,9035,-5,26,19,,0,-10,-10,-2,50,50
11443,12672,2020,473117,473736,619,1642,976,,-20,-56,-76,29,4746,4746
11444,12673,2020,8610,8577,-33,22,21,,0,-34,-34,0,698,698
11445,12674,2020,21131,21097,-34,57,86,,0,-4,-4,-1,483,483
11446,12675,2020,20065,19993,-72,69,60,,0,-81,-81,0,145,145
11447,12676,2020,17350,17309,-41,42,46,,0,-36,-36,-1,615,615
11448,12677,2020,325594,325057,-537,767,1269,,8,-23,-15,-20,11750,11750
11449,12678,2020,17703,17747,44,37,63,,0,72,72,-2,149,149
11450,12679,2020,8022,7986,-36,10,46,,0,1,1,-1,78,78
11451,12680,2020,759443,758554,-889,1993,2088,,36,-811,-775,-19,26036,26036
11452,12681,2020,70045,70154,109,135,147,,4,117,121,0,599,599
11453,12682,2020,297595,297417,-178,984,640,,3,-550,-547,25,4723,4723
11454,12683,2020,21228,21246,18,67,57,,0,9,9,-1,300,300
11455,12684,2020,4999,4959,-40,14,22,,0,-31,-31,-1,181,181
11456,12685,2020,16179,16121,-58,46,65,,-1,-37,-38,-1,56,56
11457,12686,2020,6877,6885,8,23,15,,0,1,1,-1,75,75
11458,12687,2020,53935,53839,-96,121,218,,0,7,7,-6,1728,1728
11459,12688,2020,3308,3296,-12,10,12,,0,-9,-9,-1,29,29
11460,12689,2020,631,641,10,1,4,,0,13,13,0,0,0
11461,12690,2020,29268,29414,146,72,85,,0,159,159,0,2817,2817
11462,12691,2020,22210,22118,-92,42,107,,0,-26,-26,-1,151,151
11463,12692,2020,38972,38930,-42,100,117,,0,-26,-26,1,1710,1710
11464,12694,2020,285350,284858,-492,876,895,,-1,-468,-469,-4,4564,4564
11465,12695,2020,2330,2318,-12,7,9,,0,-10,-10,0,171,171
11466,12696,2020,31076,31175,99,70,123,,0,157,157,-5,197,197
11467,12697,2020,284333,286353,2020,834,540,,14,1691,1705,21,1813,1813
11468,12698,2020,55813,55905,92,130,122,,0,81,81,3,4387,4387
11469,12699,2020,161540,161975,435,424,350,,6,352,358,3,1794,1794
11470,12700,2020,4547,4538,-9,16,10,,1,-16,-15,0,0,0
11471,12702,2020,84808,84702,-106,239,281,,0,-64,-64,0,559,559
11472,12703,2020,272912,272549,-363,840,818,,4,-390,-386,1,11445,11445
11473,12705,2020,111139,111039,-100,270,365,,1,-3,-2,-3,3135,3135
11474,12706,2020,8766,8731,-35,14,31,,0,-18,-18,0,1865,1865
11475,12707,2020,58388,58258,-130,147,191,,0,-85,-85,-1,1932,1932
11476,12708,2020,1525920,1524099,-1821,3585,3806,,73,-1653,-1580,-20,29563,29563
11477,12709,2020,102864,102727,-137,298,256,,1,-184,-183,4,952,952
11478,12710,2020,4051,4018,-33,6,26,,0,-14,-14,1,44,44
11479,12711,2020,22278,22361,83,78,79,,0,85,85,-1,316,316
11480,12712,2020,220069,221160,1091,880,457,,-7,648,641,27,3700,3700
11481,12713,2020,13042,12956,-86,38,52,,0,-72,-72,0,181,181
11482,12714,2020,12750,12708,-42,33,57,,0,-19,-19,1,89,89
11483,12716,2020,8335,8322,-13,17,21,,0,-8,-8,-1,28,28
11484,12717,2020,8051,8006,-45,18,30,,0,-33,-33,0,37,37
11485,12718,2020,2884,2883,-1,6,14,,0,8,8,-1,64,64
11486,12719,2020,5816,5794,-22,12,18,,0,-16,-16,0,1643,1643
11487,12720,2020,40397,40400,3,107,180,,0,81,81,-5,204,204
11488,12721,2020,46571,47051,480,128,68,,-1,418,417,3,202,202
11489,12722,2020,399125,399073,-52,1239,1165,,8,-132,-124,-2,8467,8467
11490,12725,2020,52447,52420,-27,134,171,,0,13,13,-3,1878,1878
11491,12726,2020,27700,27712,12,69,124,,3,65,68,-1,402,402
11492,12727,2020,494967,497984,3017,1248,1005,,-6,2756,2750,24,11167,11167
11493,12728,2020,35872,35869,-3,119,74,,2,-50,-48,0,2235,2235
11494,12729,2020,25947,25886,-61,60,80,,0,-38,-38,-3,405,405
11495,12730,2020,80981,81377,396,240,186,,1,341,342,0,214,214
11496,12731,2020,27957,28046,89,63,94,,0,121,121,-1,1057,1057
11497,12732,2020,167966,168025,59,411,439,,2,91,93,-6,8069,8069
11498,12733,2020,35662,35732,70,81,137,,1,127,128,-2,2874,2874
11499,12734,2020,3381,3386,5,13,13,,0,4,4,1,28,28
11500,12735,2020,16918,16945,27,31,22,,-1,18,17,1,876,876
11501,12736,2020,15223,15161,-62,22,66,,0,-15,-15,-3,259,259
11502,12737,2020,43317,43321,4,120,154,,0,39,39,-1,401,401
11503,12739,2020,28100,28385,285,64,48,,0,268,268,1,55,55
11504,12741,2020,184525,184868,343,656,374,,-5,56,51,10,5235,5235
11505,12742,2020,208601,208635,34,553,560,,1,44,45,-4,1592,1592
11506,12743,2020,52214,52225,11,148,140,,0,3,3,0,5742,5742
11507,12744,2020,453491,453274,-217,1260,976,,6,-505,-499,-2,11840,11840
11508,12745,2020,439035,438500,-535,1436,770,,-46,-1172,-1218,17,17194,17194
11509,12746,2020,401310,401322,12,1294,846,,7,-458,-451,15,11228,11228
11510,12747,2020,11934,11917,-17,36,21,,0,-31,-31,-1,139,139
11511,12748,2020,854535,853073,-1462,2237,2579,,69,-1178,-1109,-11,21627,21627
11512,12749,2020,128947,128839,-108,271,281,,0,-91,-91,-7,3812,3812
11513,12751,2020,51788,51678,-110,142,154,,0,-96,-96,-2,486,486
11514,12752,2020,5530,5526,-4,15,17,,0,-3,-3,1,100,100
11515,12754,2020,44967,44810,-157,94,156,,0,-93,-93,-2,796,796
11516,12755,2020,11742,11691,-51,21,36,,0,-36,-36,0,241,241
11517,12756,2020,52460,52445,-15,84,205,,-1,116,115,-9,619,619
11518,12757,2020,9205,9214,9,18,21,,0,12,12,0,257,257
11519,12758,2020,1435,1421,-14,2,1,,0,-15,-15,0,0,0
11520,12759,2020,12217,12163,-54,22,39,,0,-35,-35,-2,537,537
11521,12760,2020,12715,12670,-45,47,40,,0,-53,-53,1,2178,2178
11522,12761,2020,28347,28356,9,53,91,,0,49,49,-2,195,195
11523,12762,2020,26718,26759,41,53,79,,0,68,68,-1,1569,1569
11524,12763,2020,12800,12784,-16,30,47,,0,1,1,0,37,37
11525,12764,2020,93570,93614,44,253,249,,-1,41,40,0,721,721
11526,12765,2020,12085,12133,48,25,32,,0,56,56,-1,159,159
11527,12767,2020,62784,63077,293,186,130,,0,233,233,4,2482,2482
11528,12768,2020,8996,8961,-35,15,44,,0,-6,-6,0,228,228
11529,12769,2020,38059,38009,-50,130,146,,0,-31,-31,-3,459,459
11530,12770,2020,1043433,1045599,2166,2414,2939,,79,2656,2735,-44,23601,23601
11531,12771,2020,24502,24375,-127,49,92,,0,-84,-84,0,288,288
11532,12772,2020,39973,39938,-35,101,142,,0,5,5,1,211,211
11533,12773,2020,12582,12602,20,37,48,,0,31,31,0,189,189
11534,12774,2020,35962,35852,-110,60,132,,0,-35,-35,-3,425,425
11535,12775,2020,12075,12033,-42,26,58,,0,-7,-7,-3,113,113
11536,12776,2020,60081,60024,-57,151,228,,0,27,27,-7,1118,1118
11537,12777,2020,17765,17704,-61,58,71,,0,-47,-47,-1,739,739
11538,12778,2020,15553,15544,-9,46,57,,0,3,3,-1,116,116
11539,12779,2020,16384,16333,-51,36,54,,0,-32,-32,-1,188,188
11540,12780,2020,10019,9997,-22,30,42,,0,-10,-10,0,88,88
11541,12781,2020,13195,13206,11,26,12,,2,-6,-4,1,244,244
11542,12782,2020,28185,28209,24,76,97,,0,51,51,-6,574,574
11543,12783,2020,26798,27047,249,57,58,,0,251,251,-1,90,90
11544,12784,2020,957062,957801,739,2721,1439,,119,-742,-623,80,4760,4760
11545,12785,2020,72454,72441,-13,190,276,,0,73,73,0,2852,2852
11546,12786,2020,38965,39043,78,89,100,,0,91,91,-2,219,219
11547,12787,2020,124936,124840,-96,314,424,,-1,23,22,-8,6996,6996
11548,12788,2020,158061,157861,-200,417,449,,-2,-163,-165,-3,4439,4439
11549,12790,2020,20463,20337,-126,49,98,,0,-76,-76,-1,44,44
11550,12791,2020,180279,181924,1645,522,441,,-1,1569,1568,-4,2074,2074
11551,12792,2020,50454,50275,-179,109,213,,0,-70,-70,-5,1208,1208
11552,12793,2020,82150,82348,198,226,340,,-1,318,317,-5,1029,1029
11553,12794,2020,4621,4622,1,9,20,,0,14,14,-2,83,83
11554,12795,2020,59967,59858,-109,151,233,,0,-21,-21,-6,573,573
11555,12796,2020,12955,12951,-4,35,49,,0,10,10,0,62,62
11556,12797,2020,10243,10249,6,29,49,,0,25,25,1,71,71
11557,12798,2020,13388,13404,16,41,33,,0,8,8,0,437,437
11558,12800,2020,312964,313367,403,827,881,,1,470,471,-14,8218,8218
11559,12801,2020,35999,36022,23,83,156,,0,99,99,-3,322,322
11560,12802,2020,68839,68778,-61,168,200,,0,-28,-28,-1,1030,1030
11561,12803,2020,4286,4289,3,12,18,,0,9,9,0,14,14
11562,12804,2020,19956,19936,-20,64,54,,0,-30,-30,0,713,713
11563,12805,2020,14867,14870,3,39,49,,0,14,14,-1,299,299
11564,12806,2020,12243,12280,37,44,32,,0,25,25,0,142,142
11565,12808,2020,6838,6809,-29,16,14,,0,-31,-31,0,300,300
11566,12809,2020,28368,28293,-75,81,76,,1,-80,-79,-1,946,946
11567,12810,2020,815428,815871,443,2033,1810,,33,163,196,24,18592,18592
11568,12811,2020,8286,8301,15,31,27,,0,11,11,0,16,16
11569,12813,2020,34112,34090,-22,72,106,,0,17,17,-5,469,469
11570,12814,2020,33800,33760,-40,79,152,,0,37,37,-4,1008,1008
11571,12815,2020,227742,226636,-1106,702,735,,-1,-1079,-1080,7,7712,7712
11572,12816,2020,67306,67413,107,219,260,,0,150,150,-2,1267,1267
11573,12818,2020,17970,17974,4,33,72,,0,45,45,-2,210,210
11574,12819,2020,9855,9863,8,22,30,,0,16,16,0,985,985
11575,12820,2020,1948,1944,-4,12,10,,0,-6,-6,0,2,2
11576,12821,2020,20552,20591,39,51,57,,1,44,45,0,112,112
11577,12823,2020,40568,40645,77,127,133,,5,78,83,0,1960,1960
11578,12825,2020,865657,866093,436,2790,1717,,-79,-600,-679,42,16799,16799
11579,12826,2020,28114,28091,-23,66,81,,0,-7,-7,-1,295,295
11580,12827,2020,16434,16329,-105,49,74,,0,-79,-79,-1,243,243
11581,12828,2020,19016,19023,7,48,57,,0,18,18,-2,403,403
11582,12830,2020,18333,18333,0,48,58,,0,10,10,0,1206,1206
11583,12831,2020,70812,71169,357,210,147,,0,292,292,2,531,531
11584,12832,2020,43010,43023,13,76,84,,4,16,20,1,4349,4349
11585,12833,2020,2200,2188,-12,6,8,,0,-9,-9,-1,38,38
11586,12834,2020,22290,22183,-107,82,56,,0,-133,-133,0,366,366
11587,12835,2020,30891,31055,164,122,58,,0,99,99,1,159,159
11588,12836,2020,121093,121282,189,341,383,,-1,230,229,2,1256,1256
11589,12837,2020,44652,44618,-34,119,191,,0,43,43,-5,305,305
11590,12838,2020,266620,268043,1423,684,475,,6,1198,1204,10,1525,1525
11591,12839,2020,204576,204735,159,886,394,,21,-367,-346,13,25150,25150
11592,12840,2020,6229,6199,-30,19,30,,0,-18,-18,-1,9,9
11593,12841,2020,190604,191114,510,660,325,,1,163,164,11,1001,1001
11594,12842,2020,9530,9576,46,34,28,,0,42,42,-2,54,54
11595,12843,2020,88842,89224,382,236,201,,2,344,346,1,459,459
11596,12844,2020,53404,53513,109,120,208,,0,202,202,-5,635,635
11597,12845,2020,1438,1437,-1,4,2,,0,-2,-2,-1,37,37
11598,12846,2020,1793561,1790225,-3336,5466,5519,,87,-3390,-3303,20,22540,22540
11599,12847,2020,31196,31232,36,64,109,,0,86,86,-5,525,525
11600,12848,2020,15663,15659,-4,32,50,,2,15,17,-3,1325,1325
11601,12849,2020,213267,214070,803,406,1030,,-7,1466,1459,-32,3945,3945
11602,12850,2020,24097,23942,-155,64,118,,0,-101,-101,0,759,759
11603,12851,2020,1116,1114,-2,2,1,,0,-2,-2,-1,0,0
11604,12852,2020,96016,96652,636,217,279,,0,701,701,-3,1523,1523
11605,12853,2020,100420,100233,-187,290,218,,5,-270,-265,6,5202,5202
11606,12854,2020,33009,32981,-28,83,81,,1,-31,-30,0,1836,1836
11607,12855,2020,21964,21832,-132,86,44,,-1,-177,-178,4,474,474
11608,12856,2020,65256,65220,-36,325,136,,3,-232,-229,4,2375,2375
11609,12857,2020,25575,25536,-39,64,62,,0,-39,-39,-2,257,257
11610,12858,2020,18470,18475,5,49,68,,0,27,27,-3,133,133
11611,12859,2020,11059,11010,-49,39,21,,0,-67,-67,0,671,671
11612,12860,2020,51881,51882,1,176,186,,0,14,14,-3,549,549
11613,12861,2020,8635,8617,-18,31,33,,0,-15,-15,-1,64,64
11614,12862,2020,899498,897932,-1566,2157,2525,,106,-1296,-1190,-8,24667,24667
11615,12863,2020,2110640,2114709,4069,6396,4108,,163,1498,1661,120,24725,24725
11616,12864,2020,233479,234063,584,682,642,,0,545,545,-1,4879,4879
11617,12865,2020,123964,124626,662,437,278,,0,497,497,6,1222,1222
11618,12866,2020,66614,66515,-99,158,212,,0,-43,-43,-2,2983,2983
11619,12867,2020,2701,2695,-6,16,23,,0,2,2,-1,80,80
11620,12868,2020,37845,37839,-6,70,151,,0,82,82,-7,592,592
11621,12869,2020,47457,47379,-78,141,158,,2,-61,-59,-2,696,696
11622,12870,2020,31040,30958,-82,95,90,,2,-91,-89,2,1331,1331
11623,12871,2020,103856,103594,-262,230,418,,0,-66,-66,-8,1347,1347
11624,12872,2020,7044,7002,-42,27,25,,0,-45,-45,1,218,218
11625,12873,2020,186251,186247,-4,513,375,,36,-190,-154,12,15528,15528
11626,12874,2020,14360,14333,-27,51,51,,0,-26,-26,-1,355,355
11627,12875,2020,100974,101700,726,336,298,,-1,685,684,4,945,945
11628,12876,2020,16301,16232,-69,28,65,,0,-32,-32,0,51,51
11629,12877,2020,4306,4300,-6,12,6,,0,-11,-11,-1,238,238
11630,12878,2020,37729,37613,-116,118,153,,0,-79,-79,-2,704,704
11631,12879,2020,385410,385892,482,1275,1032,,8,226,234,5,5905,5905
11632,12880,2020,10513,10455,-58,32,45,,0,-44,-44,-1,225,225
11633,12881,2020,4223,4186,-37,11,15,,0,-33,-33,0,77,77
11634,12882,2020,84296,83996,-300,192,373,,0,-114,-114,-5,943,943
11635,12883,2020,67875,67836,-39,178,251,,0,38,38,-4,1157,1157
11636,12884,2020,36254,36396,142,79,119,,1,182,183,-1,451,451
11637,12885,2020,5250,5236,-14,13,10,,-1,-15,-16,-1,47,47
11638,12886,2020,121125,121129,4,441,292,,18,-168,-150,5,10020,10020
11639,12887,2020,119148,119463,315,355,309,,-3,268,265,4,3877,3877
11640,12888,2020,11529,11506,-23,29,54,,0,3,3,-1,115,115
11641,12889,2020,19867,19839,-28,45,66,,0,-6,-6,-1,220,220
11642,12890,2020,37093,36992,-101,84,125,,0,-59,-59,-1,297,297
11643,12891,2020,5734,5725,-9,14,16,,0,-6,-6,-1,15,15
11644,12892,2020,9565,9556,-9,31,36,,0,-3,-3,-1,137,137
11645,12893,2020,18903,18870,-33,46,95,,0,17,17,-1,1357,1357
11646,12894,2020,17991,17975,-16,50,90,,0,24,24,0,135,135
11647,12896,2020,12250,12233,-17,33,48,,0,0,0,-2,161,161
11648,12898,2020,4079,4067,-12,11,18,,0,-5,-5,0,663,663
11649,12899,2020,796292,797296,1004,2681,2273,,35,537,572,24,14090,14090
11650,12899,2020,3959353,3962031,2678,11611,11925,,80,2902,2982,10,101889,101889
11651,12900,2020,80484,80437,-47,203,312,,1,63,64,-2,1265,1265
11652,12901,2020,14510,14560,50,36,61,,0,76,76,-1,1222,1222
11653,12902,2020,12295,12392,97,45,17,,0,69,69,0,0,0
11654,12903,2020,22047,22140,93,38,70,,0,127,127,-2,90,90
11655,12904,2020,13127,13104,-23,39,70,,1,7,8,0,263,263
11656,12905,2020,4981,4953,-28,11,24,,0,-15,-15,0,41,41
11657,12907,2020,18035,18069,34,55,54,,0,34,34,-1,0,0
11658,12908,2020,29341,29287,-54,78,131,,0,1,1,-2,721,721
11659,12909,2020,122761,122766,5,372,381,,-2,16,14,0,2400,2400
11660,12910,2020,99678,100486,808,338,162,,1,621,622,10,649,649
11661,12911,2020,14188,14199,11,50,51,,0,13,13,-1,111,111
11662,12913,2020,36757,36665,-92,98,132,,0,-56,-56,-2,2352,2352
11663,12914,2020,8495,8461,-34,27,31,,0,-29,-29,-1,58,58
11664,12915,2020,41072,41087,15,95,147,,1,65,66,1,228,228
11665,12916,2020,4521,4521,0,6,15,,0,10,10,-1,207,207
11666,12917,2020,47582,47536,-46,116,144,,0,-15,-15,-3,807,807
11667,12918,2020,37214,37182,-32,82,141,,0,30,30,-3,207,207
11668,12919,2020,164731,165045,314,460,480,,4,333,337,-3,3593,3593
11669,12920,2020,38587,38480,-107,84,162,,0,-25,-25,-4,647,647
11670,12921,2020,15904,15909,5,49,48,,0,5,5,-1,399,399
11671,12923,2020,17471,17438,-33,33,67,,0,4,4,-3,278,278
11672,12924,2020,34318,34441,123,105,94,,-1,111,110,2,280,280
11673,12925,2020,27777,27780,3,75,91,,-1,21,20,-1,171,171
11674,12926,2020,24655,24699,44,95,58,,1,5,6,1,244,244
11675,12927,2020,21321,21298,-23,53,72,,0,-2,-2,-2,170,170
11676,12928,2020,84499,84470,-29,182,280,,0,74,74,-5,1313,1313
11677,12930,2020,99956,100231,275,269,276,,8,274,282,0,2539,2539
11678,12931,2020,15813,15803,-10,45,59,,0,5,5,-1,330,330
11679,12932,2020,33190,33151,-39,115,109,,-1,-45,-46,1,785,785
11680,12933,2020,600372,600689,317,1533,1079,,32,-183,-151,14,6938,6938
11681,12934,2020,57753,57700,-53,107,174,,0,21,21,-7,741,741
11682,12935,2020,14723,14684,-39,47,52,,0,-33,-33,-1,309,309
11683,12938,2020,85790,85366,-424,266,314,,0,-377,-377,1,4313,4313
11684,12939,2020,57666,57908,242,211,130,,-1,159,158,3,290,290
11685,12940,2020,476516,475653,-863,1239,1332,,13,-776,-763,-7,16932,16932
11686,12941,2020,2472,2471,-1,4,9,,0,5,5,-1,64,64
11687,12942,2020,79462,79504,42,135,225,,0,140,140,-8,441,441
11688,12943,2020,30760,30776,16,95,68,,0,-9,-9,-2,426,426
11689,12944,2020,2152,2144,-8,7,4,,0,-12,-12,1,24,24
11690,12945,2020,41570,41550,-20,142,121,,0,-41,-41,0,365,365
11691,12946,2020,753,759,6,0,3,,0,9,9,0,42,42
11692,12948,2020,28951,28939,-12,84,121,,0,26,26,-1,543,543
11693,12949,2020,611,611,0,3,4,,0,1,1,0,3,3
11694,12950,2020,44092,44030,-62,87,106,,0,-39,-39,-4,4651,4651
11695,12951,2020,870781,872204,1423,3214,1450,,-80,-325,-405,64,6669,6669
11696,12952,2020,76285,76611,326,167,232,,0,398,398,-7,689,689
11697,12953,2020,32179,32100,-79,84,89,,0,-75,-75,1,1270,1270
11698,12954,2020,23371,23356,-15,67,102,,0,22,22,-2,15,15
